date,X3T_change,change_slope,ted,cre_spread,re_excess,equ_vol,Rsp500_t,Rsse_t,Rhsi_t,Rsti_t,Rsp500h,Rsseh,Rhsih,Rstih,HK_equ_vol,HIBOR,SH_equ_vol
4/1/1999,-0.01,0.0088,0.0068,0.0261,0,-0.00092,-0.002836558,-0.01821,,0,0.008571675,0.04174,0.08412,-0.00991,0.021532095,#VALUE!,0.023345793
5/1/1999,-0.01,0.0094,0.0069,0.0261,0.0104,0.01358,0.0097468,-0.0052,0.00835,-0.00991,0.018506696,0.03474,0.08295,0.10874,0.021953051,#VALUE!,0.023659684
6/1/1999,-0.03,0.0089,0.007,0.0259,0.0206,0.02214,0.018503035,0.01127,0.03465,0.05679,0.023381781,0.01374,0.00391,0.02805,0.020162922,#VALUE!,0.019958266
7/1/1999,0.04,0.0099,0.00728,0.0257,0.0101,-0.00205,-0.002979572,0.00454,0.04493,0.03612,0.025106468,0.0096,-0.04773,-0.02733,0.017174994,#VALUE!,0.021965981
8/1/1999,0.03,0.0102,0.00668,0.0251,0.00748,0.00422,0.003069207,0.02732,0.00272,0.01799,0.025595522,-0.02695,-0.05365,-0.02936,0.017156709,#VALUE!,0.021402817
11/1/1999,-0.03,0.0104,0.00655,0.0248,-0.0124,-0.00879,-0.011487099,0.00342,-0.00825,-0.00136,0.016698328,-0.01679,-0.02179,-0.02767,0.017504959,0.0520982,0.021374613
12/1/1999,-0.03,0.0101,0.0069,0.0253,-0.0201,-0.01928,-0.015645969,-0.01189,0.00727,-0.00395,-0.008869255,-0.00027,-0.03935,-0.02345,0.019082613,0.0550446,0.021366534
13/1/1999,-0.01,0.0098,0.0069,0.0255,-0.0153,-0.00412,-0.006508625,-0.00925,-0.04087,-0.02012,-0.033208726,0.0028,0.004,-0.03185,0.017926241,0.0571875,0.021178564
14/1/1999,0,0.0089,0.00675,0.026,-0.0234,-0.01799,-0.016334933,0.00044,-0.00882,-0.0197,-0.046159159,0.00857,-0.01321,-0.02902,0.01837134,0.0602232,0.022175956
15/1/1999,-0.03,0.0093,0.0064,0.0261,0.0293,0.02563,0.021202526,-0.00988,-0.00351,0.01586,-0.028915782,0.02202,-0.04029,-0.09636,0.018871618,0.059375,0.022300403
19/1/1999,-0.04,0.0098,0.00642,0.0256,-0.00258,0.00703,0.002425706,0.00471,-0.01081,0.00038,-0.015248277,-0.01756,-0.07583,-0.08435,0.019364849,0.0537946,0.022298693
20/1/1999,-0.05,0.0105,0.0068,0.0253,0.00518,0.00369,0.002119394,-0.00619,0.00241,0.00038,0.002524263,-0.00424,-0.05771,-0.05867,0.019292159,0.0558482,0.022408791
21/1/1999,0.04,0.0106,0.00711,0.0257,-0.0129,-0.01708,-0.013522344,0.00619,-0.02582,-0.02855,-0.004553225,-0.01513,-0.06843,-0.05189,0.019555335,0.0559375,0.021785156
22/1/1999,0.08,0.0095,0.00751,0.0259,-0.0104,-0.00807,-0.007277646,0.00332,-0.03086,-0.01683,0.004612545,-0.02381,-0.02378,-0.03422,0.019247438,0.0595982,0.021584711
25/1/1999,0.02,0.009,0.00708,0.0258,0.00792,0.00717,0.003956296,-0.01224,-0.02454,-0.05459,-0.012353511,-0.02403,0.01053,0.00633,0.018203731,0.0670536,0.018497916
26/1/1999,0.01,0.0088,0.00657,0.0257,0.00524,0.01485,0.009196661,-0.00863,0.00109,0.01368,-0.005682383,-0.01037,-0.00075,-0.02156,0.018722125,0.0600893,0.018301308
27/1/1999,0.02,0.0087,0.00618,0.0258,-0.0182,-0.0073,-0.00569729,0.00728,0.02206,0.02844,-0.013438212,-0.02584,-0.03085,-0.0622,0.018433131,0.0580375,0.01727101
28/1/1999,-0.01,0.0082,0.0061,0.0256,0.0159,0.01786,0.012447316,-0.00481,-0.0369,-0.02156,0.012533662,-0.03285,0.0083,-0.03304,0.015976715,0.0600446,0.01692399
29/1/1999,0.05,0.0081,0.0059,0.0255,0.0261,0.01128,0.008464648,-0.00552,0.01559,0.00149,0.028590118,-0.04691,-0.03331,-0.04759,0.015741503,0.0637054,0.017076446
1/2/1999,0,0.0086,0.006,0.0253,-0.00763,-0.00519,-0.004963112,-0.01246,0.00975,-0.01489,0.019451856,-0.04883,-0.04791,-0.04975,0.015694564,0.0555804,0.016756089
2/2/1999,-0.05,0.0092,0.00549,0.0253,-0.00769,-0.00865,-0.005624133,0.00524,-0.01009,-0.01441,0.004480458,-0.03224,-0.02717,-0.05785,0.016850283,0.0554018,0.016540412
3/2/1999,0.01,0.0098,0.00554,0.0249,0.00517,0.00799,0.007540791,-0.00847,-0.00872,-0.01428,0.017854044,-0.02397,-0.03647,-0.0587,0.01650764,0.0539286,0.016602385
4/2/1999,0.01,0.0103,0.00603,0.0248,-0.018,-0.01854,-0.012579767,-0.01197,0.002,0.00886,-0.00730669,-0.01215,-0.03092,-0.01576,0.01714188,0.0533036,0.016556594
5/2/1999,0.04,0.0106,0.00591,0.0245,-0.00524,-0.00728,-0.006360407,-0.01999,-0.02632,-0.01358,-0.021899897,0.008,0.02559,-0.00392,0.015185035,0.0499107,0.016240229
8/2/1999,-0.01,0.0102,0.00593,0.0245,-0.00526,0.00353,-0.001107898,-0.01445,-0.00551,-0.01713,-0.018110304,0.02277,0.02875,0.00695,0.015345332,0.0523214,0.015629282
9/2/1999,-0.05,0.01,0.006,0.0245,-0.0159,-0.02221,-0.017080558,0.02277,0.01148,-0.02282,-0.029422873,0,#VALUE!,0.02383,0.015360022,0.0543304,0.014612375
10/2/1999,0.02,0.0105,0.0058,0.0246,0.00538,0.00609,0.003452474,0,-0.01819,-0.01516,-0.033361202,0,#VALUE!,0.03286,0.013813232,0.0550893,0.014486973
11/2/1999,0.04,0.0104,0.0063,0.0244,0.0294,0.02492,0.019234853,0,0.00776,0.05488,-0.002216157,0,#VALUE!,0.00794,0.013827332,0.0547098,0.010035182
12/2/1999,0.02,0.0115,0.0061,0.0231,-0.0156,-0.01907,-0.01403998,0,0.03046,-0.00171,-0.00992776,0,-0.01817,0.02867,0.013053286,0.058125,0.009987576
16/2/1999,-0.04,0.0106,0.0057,0.0234,0.0158,0.00954,0.00906277,0,,-0.0064,0.000153105,0,#VALUE!,0.03549,0.015023016,#N/A,0.010123142
17/2/1999,0.01,0.0107,0.0057,0.0237,-0.0026,-0.01437,-0.010873764,0,,-0.00644,0.006468724,0,#VALUE!,0.05005,0.016295587,#N/A,0.009994684
18/2/1999,0.03,0.0111,0.0059,0.0235,0.013,0.01082,0.010528849,0,,-0.00648,0.01356637,0,#VALUE!,0.05634,0.015956091,#N/A,0.010021911
19/2/1999,0.09,0.0109,0.0059,0.0234,0,0.00157,0.000170948,0,,0.02944,-0.005391511,0,0.06531,0.02736,0.015888415,0.0665625,0.008676271
22/2/1999,0.01,0.0097,0.0058,0.0234,0.0257,0.02657,0.023304904,0,-0.00268,0.01882,0.032280947,0.00723,0.08572,0.01619,0.017723506,0.0609375,0.008119545
23/2/1999,0.01,0.0102,0.0055,0.0231,0.00251,-0.00075,-0.003682264,0,0.02217,0.00018,0.019242654,0.00993,0.05084,0.01298,0.017420517,0.0566964,0.008237917
24/2/1999,-0.05,0.0109,0.005,0.0229,-0.025,-0.01398,-0.010785462,0,0.02582,0.00753,0.019333645,0.03545,0.0253,0.00342,0.016950776,0.0568304,0.00818778
25/2/1999,0.04,0.0123,0.0046,0.0224,0,-0.00669,-0.006997493,0,-0.00201,-0.00054,0.001654594,0.03565,0.02637,0.01644,0.017221634,0.0589732,0.008175698
26/2/1999,0.05,0.0114,0.00454,0.0224,0.0103,-0.00537,-0.001651861,0,0.02075,0.0012,-0.000170919,0.03877,0.03881,0.02674,0.017355271,0.0604464,0.00868555
1/3/1999,-0.05,0.0118,0.0051,0.0221,0.00761,-0.00175,-0.001756092,0.00723,0.01643,0.00775,-0.024656985,0.04019,0.0243,0.02037,0.017185529,0.0547768,0.008657043
2/3/1999,-0.04,0.0118,0.00476,0.0223,-0.00252,-0.00862,-0.004253524,0.00268,-0.01067,-0.00298,-0.025216218,0.03272,0.06248,0.01544,0.016931605,0.0545982,0.008975496
3/3/1999,0,0.0127,0.00448,0.0224,-0.00505,0.0018,-0.000668433,0.02527,0.00089,-0.00197,-0.015246777,0.00354,0.08331,0.03794,0.017321986,0.0528125,0.009129206
4/3/1999,0.01,0.013,0.00504,0.0223,0.0152,0.01543,0.014075324,0.00019,-0.00097,0.01243,0.005650979,0.01858,0.07567,0.02673,0.017709189,0.0540625,0.009061635
5/3/1999,0.01,0.0122,0.0054,0.0224,0.02,0.02313,0.020973542,0.00301,0.03313,0.01134,0.028441885,0.02327,0.05474,0.02489,0.016941916,0.0551786,0.009078489
8/3/1999,-0.04,0.0121,0.0054,0.0227,-0.0049,0.00569,0.001591533,0.00861,0.00223,0.0015,0.031890779,0.01973,0.05581,0.02917,0.017425797,0.0536161,0.009228838
9/3/1999,0,0.0118,0.0053,0.0232,0.00739,-0.00225,-0.00193651,-0.00452,0.0262,-0.0078,0.034291898,0.02638,0.03592,0.03403,0.016625914,0.0525446,0.008944617
10/3/1999,0.02,0.012,0.0049,0.0231,0.0122,0.00547,0.005888354,-0.0037,0.02051,0.02014,0.041078065,0.02327,0.01777,0.00043,0.016380463,0.0524107,0.008505414
11/3/1999,-0.02,0.0119,0.0053,0.0231,0.00966,0.00842,0.008556397,0.01517,-0.00802,0.0015,0.03541218,0.0018,-0.00033,-0.00385,0.016692342,0.0508036,0.008608267
12/3/1999,0.01,0.0117,0.0053,0.0233,-0.00239,-0.00238,-0.000211842,0.00763,0.01303,0.00952,0.013927191,0.01227,0.02603,-0.00858,0.016698124,0.0495982,0.008616335
15/3/1999,-0.06,0.0113,0.0051,0.0232,0.00719,0.00979,0.006017413,0.00512,0.00325,0.00569,0.018407581,0.00696,0.02495,0.00234,0.016813278,0.05,0.010759404
16/3/1999,-0.02,0.0115,0.0053,0.0234,-0.0143,-0.00067,-0.001852343,0.00197,0.00686,-0.00311,0.018493463,0.00344,0.01189,0.00224,0.016901148,0.0495089,0.012540118
17/3/1999,-0.02,0.012,0.0054,0.0234,-0.00966,-0.00655,-0.005585915,-0.00671,0.00264,-0.01301,0.006875407,0.00857,-0.02091,0.0083,0.019533767,0.0495536,0.012938784
18/3/1999,0,0.0121,0.0057,0.0236,0.022,0.01443,0.011397174,-0.00613,-0.02566,-0.00278,0.009711449,0.00422,0.01565,0.0234,0.018347094,0.0504464,0.012831361
19/3/1999,0.01,0.0126,0.0059,0.0233,-0.0143,-0.01311,-0.011219768,0.01817,0.03974,0.00472,-0.001405734,-0.01006,-0.02523,0.01664,0.018297239,0.0498661,0.0127902
22/3/1999,-0.02,0.0129,0.0061,0.0232,-0.00242,-0.00175,-0.000311246,-0.00015,0.00219,0.01676,-0.007687696,-0.00277,-0.0377,0.01019,0.018365351,0.0522768,0.012812274
23/3/1999,0,0.0131,0.0061,0.0233,-0.0267,-0.02688,-0.024636147,-0.00153,-0.00596,-0.00321,-0.030338301,-0.01148,-0.00913,0.01689,0.019206853,0.0537054,0.012626293
24/3/1999,0.01,0.0128,0.00568,0.0233,-0.00249,0.00511,0.001913921,-0.00164,-0.02986,-0.00704,-0.023025147,-0.00939,0.02155,0.02425,0.017135632,0.0529911,0.012199579
25/3/1999,0,0.0132,0.0062,0.0232,0.0175,0.01687,0.013862906,-0.01042,0.01072,0.01215,-0.020643335,0.01007,0.0228,0.02987,0.017266122,0.0525,0.013711958
26/3/1999,0,0.0133,0.0062,0.0233,-0.00491,-0.00557,-0.004149715,0.00369,-0.00211,-0.00191,-0.013640663,0.02005,#VALUE!,0.03792,0.017211999,0.0544196,0.014084279
29/3/1999,-0.03,0.0138,0.0061,0.0229,0.0148,0.02134,0.017946095,0.00721,-0.01063,0.01031,0.004373243,0.02136,#VALUE!,0.04539,0.017732197,0.0545982,0.015279285
30/3/1999,0.01,0.0135,0.0061,0.0232,-0.0122,-0.00719,-0.007355711,-0.01025,0.02355,0.0034,0.022167635,0.03637,#VALUE!,0.05801,0.017388763,0.0553125,0.01524088
31/3/1999,-0.05,0.0138,0.0061,0.0231,0.00246,-0.01106,-0.008313004,0.00047,0.00018,0.00015,0.011733973,0.03763,0.06147,0.0685,0.017300601,0.0567411,0.015196096
1/4/1999,-0.01,0.0146,0.0064,0.0232,0,0.00571,0.002318919,0.00902,0.01195,0.0177,0.000214227,0.02907,0.05914,0.0624,0.017381924,0.0559821,0.015186308
2/4/1999,-0.03,0.0147,0.0063,0.0233,0.0172,0.02118,#N/A,0.01361,,0.00589,#N/A,0.01751,#VALUE!,0.07139,0.017013438,#N/A,0.01520116
5/4/1999,0.02,0.0143,0.0068,0.0232,-0.00483,-0.00244,0.015934059,0.0085,,0.01757,0.02038601,0.00073,#VALUE!,0.05038,0.016620569,#N/A,0.018003519
6/4/1999,0,0.0133,0.007,0.0234,0.0218,0.00683,-0.003757605,0.0043,,0.01552,-0.001369711,-0.01785,#VALUE!,0.0459,0.016323102,#N/A,0.01875652
7/4/1999,-0.02,0.0133,0.007,0.0233,0.0143,0.01288,0.006385091,0.0017,,0.01007,0.012453952,-0.01674,0.01888,0.04956,0.019140532,0.0558482,0.018811489
8/4/1999,0.02,0.0126,0.0072,0.0237,0.00234,0.00325,0.013063547,0.00069,0.00973,0.01189,0.034278151,-0.02649,0.01999,0.0393,0.019184595,0.0543304,0.018819729
9/4/1999,-0.1,0.0126,0.007,0.0235,0.0164,0.00762,0.003699444,0.00222,0.01588,0.01441,0.035702695,-0.03228,0.04836,0.06285,0.019885949,0.0510714,0.019030348
12/4/1999,0,0.0135,0.0078,0.0234,0.0046,-0.00648,0.01043858,-0.00813,-0.01422,-0.00239,0.030100282,-0.03,0.08699,0.10897,0.019522922,0.0501786,0.018971753
13/4/1999,-0.02,0.014,0.008,0.0231,-0.00915,-0.01584,-0.002306345,-0.01434,0.01319,0.0112,0.031600863,-0.00559,0.04287,0.07715,0.019435999,0.0499107,0.018980385
14/4/1999,0.02,0.0142,0.0082,0.0231,-0.00693,-0.00421,-0.009498263,0.00282,-0.00551,0.0136,0.01531954,-0.0317,0.05996,0.08199,0.019777062,0.04875,0.019148008
15/4/1999,0.02,0.0143,0.008,0.0227,0,-0.00291,-0.00444398,-0.00922,0.01082,0.002,-0.002226975,-0.02858,0.0812,0.09159,0.020391747,0.0494196,0.019216277
16/4/1999,0.02,0.0145,0.0078,0.0227,-0.00465,-0.02238,0.003226409,-0.00374,0.04414,0.03739,-0.002697217,-0.0225,0.03323,0.05388,0.018157773,0.0490179,0.017952687
19/4/1999,0.02,0.014,0.0078,0.0229,0.00935,0.01294,-0.014433572,-0.0058,0.02211,0.0409,-0.02724603,-0.04026,0.02824,0.01482,0.017901369,0.0489286,0.016283404
20/4/1999,-0.02,0.0136,0.0074,0.0229,0.0162,0.02293,0.008052631,0.01046,-0.02794,-0.01782,-0.017146,-0.0682,0.07696,0.03698,0.016879696,0.0489732,0.015950079
21/4/1999,0.04,0.0138,0.0076,0.0229,0.00683,0.01699,0.020730973,-0.0235,0.0108,0.01815,0.012849833,-0.04631,0.04701,-0.00281,0.016790406,0.0479464,0.016199762
22/4/1999,0.03,0.0143,0.00718,0.0227,0,-0.00145,0.011455518,-0.00603,0.03107,0.01089,0.029025521,-0.01825,0.01903,-0.02357,0.015569436,0.0471652,0.016077592
23/4/1999,0.04,0.0139,0.00685,0.0226,-0.0136,0.00235,-0.002604214,0.00249,-0.00218,0.00155,0.023044958,-0.01673,0.03316,0.01121,0.015614615,0.0467188,0.016228757
26/4/1999,0.03,0.0133,0.00646,0.0227,0.0183,0.00203,-0.000735262,-0.02386,0.01718,0.00233,0.037264179,0.04067,0.016,0.01531,0.015115098,0.0484152,0.016299184
27/4/1999,0.01,0.0127,0.00616,0.0226,-0.00676,-0.00872,0.006949103,-0.01896,0.01811,0.00362,0.036128673,0.01853,0.01458,0.02958,0.014435848,0.048058,0.016293246
28/4/1999,0,0.0129,0.00606,0.0223,0.00454,-0.00598,-0.004585569,-0.00056,-0.01731,-0.02091,0.010430232,0.02369,0.03448,0.06968,0.014581353,0.048192,0.015703783
29/4/1999,0.04,0.0123,0.00605,0.0224,-0.0113,-0.0057,-0.00348266,0.0232,0.00353,-0.01016,-0.004492804,0.01059,0.02963,0.08587,0.015225955,0.0489509,0.015518321
30/4/1999,0.07,0.0134,0.00559,0.0222,0.0137,0.01457,-0.005938991,0.00405,0.01165,0.03723,-0.007821266,-0.00017,-0.02518,0.00703,0.015065616,0.0479241,0.013790222
3/5/1999,0.01,0.0127,0.005,0.022,-0.0113,-0.01671,0.015576482,0.03312,0.00029,0.00639,0.008374807,-0.07437,-0.01304,-0.01889,0.015074968,0.0477232,0.014005927
4/5/1999,-0.02,0.0132,0.0052,0.0221,0.00683,0.01149,-0.012543686,-0.03983,0.01669,0.01773,-0.011145582,-0.01486,-0.05054,-0.02227,0.014401223,0.0472768,0.014185969
5/5/1999,0.01,0.0131,0.0051,0.0221,-0.0158,-0.01133,0.006980383,0.0045,0.00196,0.01723,0.000344148,-0.01516,-0.04219,-0.03875,0.01651869,0.0478795,0.013810387
6/5/1999,0,0.014,0.0051,0.0217,0.0138,0.00972,-0.00674448,0.01011,-0.00118,0.00481,-0.002930198,-0.03489,-0.03807,-0.05358,0.016549062,0.0479911,0.013964422
7/5/1999,-0.02,0.0143,0.0053,0.0217,-0.00227,-0.00349,0.007890271,-0.00664,-0.04221,-0.03808,0.010940921,-0.05127,-0.01092,-0.00851,0.01399226,0.0495982,0.011605306
10/5/1999,0.02,0.0142,0.0051,0.0213,0.0114,0.01142,-0.002962973,-0.04355,0.01275,-0.01952,-0.007513911,-0.00594,-0.04365,0.0097,0.013670919,0.0499554,0.010663507
11/5/1999,-0.02,0.0145,0.0053,0.0212,0.00674,0.00619,0.010057415,0.0219,-0.02194,0.01423,0.015202313,-0.03243,-0.01921,0.01532,0.013143027,0.0484821,0.010623355
12/5/1999,-0.01,0.0145,0.0054,0.0219,0.00893,0.00261,0.002956847,0.00419,0.01077,0.00007,0.011145925,0.00827,-0.04686,0.0119,0.012931802,0.0477679,0.010649168
13/5/1999,0.05,0.0136,0.0049,0.022,-0.0288,-0.02176,0.005667034,-0.01012,0.00313,-0.01069,0.023780993,0.05404,-0.05196,0.03107,0.012955549,0.0474554,0.010236036
14/5/1999,0.07,0.0148,0.00478,0.0212,-0.00911,0.00126,-0.019804911,-0.0235,-0.01518,0.00773,-0.00435084,0.09917,-0.04538,0.03718,0.013054202,0.0471429,0.010219497
17/5/1999,-0.05,0.0141,0.005,0.0209,-0.0023,-0.00461,-0.002396707,0.00214,-0.02076,-0.0015,-0.003785362,0.13899,-0.01205,0.02784,0.012689024,0.0488393,0.010925866
18/5/1999,-0.03,0.0145,0.0055,0.0211,0.00922,0.00818,-0.004286822,-0.00533,0.00306,0.01987,-0.017933012,0.13493,-0.02219,-0.01127,0.013001985,0.0487054,0.010480073
19/5/1999,-0.02,0.0141,0.00568,0.0214,-0.00685,-0.00402,0.008436017,0.04643,-0.01774,-0.0033,-0.012567963,0.11447,0.00049,-0.0093,0.012453733,0.0493304,0.010870435
20/5/1999,0,0.0146,0.00569,0.0221,-0.0046,-0.00638,-0.000187808,0.03482,-0.00223,0.00805,-0.018316643,0.1179,-0.00541,-0.00577,0.012397726,0.05,0.010923706
21/5/1999,0.03,0.0142,0.00538,0.0223,-0.0208,-0.01777,-0.003987541,0.01831,-0.00835,0.01371,-0.002475256,0.09278,-0.01735,-0.0254,0.012151642,0.0508036,0.011013676
24/5/1999,0,0.0138,0.00537,0.0227,-0.0236,-0.01703,-0.016989626,0.03845,0.01342,-0.0105,-0.017067027,0.05411,-0.0233,-0.01247,0.012582612,0.0505804,0.010820798
25/5/1999,0.02,0.0138,0.00513,0.0227,0.0242,0.01585,-0.013911598,-0.00887,-0.00723,-0.01893,-0.026568267,0.09037,0.00135,0.01633,0.012380506,0.0501339,0.009582855
26/5/1999,-0.01,0.014,0.00531,0.0224,-0.0165,-0.0179,0.01214848,0.02757,0.00504,-0.00131,-0.02298467,0.04198,0.00399,0.02545,0.012374243,0.0508929,0.009788573
27/5/1999,0.01,0.0145,0.00536,0.0219,0.0168,0.01594,-0.017316794,0.038,-0.00811,0.01164,-0.039723095,-0.01145,0.01325,0.00648,0.01226012,0.0512946,0.010259322
28/5/1999,0.11,0.0144,0.00509,0.0218,-0.0236,-0.00582,0.013420123,-0.00458,-0.02025,-0.00631,-0.022939994,0.0066,0.02954,0.02708,0.011946564,0.0516518,0.009933603
1/6/1999,-0.03,0.0144,0.00488,0.0212,-0.00483,0.00042,-0.001574541,0.02522,0.01782,0.00264,-0.007618219,0.01681,0.04055,0.04587,0.011763333,0.0515179,0.010950324
2/6/1999,-0.09,0.0147,0.00576,0.021,0.00485,0.00365,-0.001255851,-0.01804,0.00769,0.00968,0.005118299,0.04711,0.03337,0.04108,0.01203696,0.0515625,0.011641715
3/6/1999,-0.08,0.0156,0.00658,0.0212,0.00483,0.02171,0.005962524,-0.01522,0.00104,0.00765,-0.001024691,0.07571,0.02947,0.04526,0.012340154,0.0513839,0.011636711
4/6/1999,0.07,0.0166,0.00699,0.0212,0.0144,0.0051,0.01653305,0.0136,-0.0045,-0.00707,0.033386357,0.06127,0.04649,0.07198,0.012471168,0.0510714,0.011406137
7/6/1999,-0.02,0.0158,0.00606,0.0213,-0.00711,-0.01288,0.003814119,0.03184,0.03398,0.01402,0.023591097,0.07628,0.01326,0.05266,0.009491072,#VALUE!,0.011272848
8/6/1999,-0.02,0.0163,0.0063,0.0213,-0.00477,0.00099,-0.00968699,0.00537,0.00214,0.02098,0.01527417,0.04045,0.00548,0.02524,0.009468791,0.0507589,0.011116086
9/6/1999,0.07,0.0167,0.00585,0.021,-0.0144,-0.012,-0.002361465,0.01122,0.00074,0.00506,0.014150258,0.08272,0.0218,0.01857,0.009786782,0.0525,0.011140415
10/6/1999,0.07,0.0165,0.00544,0.0209,-0.00243,-0.00705,-0.010218122,0.01167,-0.00274,0.01169,-0.002162085,0.10017,0.04433,0.01347,0.009838563,0.0534821,0.011322776
11/6/1999,0.02,0.0168,0.00585,0.0207,-0.00732,0.00028,-0.005378185,0,0.01197,0.01831,-0.023670349,0.09863,#VALUE!,0.00167,0.011193419,0.0534375,0.011152846
14/6/1999,-0.02,0.0161,0.00545,0.0208,0.00491,0.00553,0.000160265,0.04644,0.00114,-0.00425,-0.027224161,0.08314,0.07585,0.03012,0.011868776,0.0545089,0.011199245
15/6/1999,-0.07,0.0164,0.00636,0.0209,0.0269,0.02248,0.004325716,-0.0281,-0.00555,-0.00561,-0.013459601,0.12745,0.08268,0.03733,0.012220438,0.0532589,0.011162563
16/6/1999,-0.03,0.0168,0.00664,0.0211,0.00952,0.00713,0.015894064,0.0523,0.01699,-0.00148,0.004592845,0.10022,0.0624,0.06051,0.011102046,0.0533036,0.011949244
17/6/1999,0.05,0.0158,0.00615,0.0215,0.00236,0.00219,0.00616809,0.02797,0.01924,0.00662,0.021224259,0.102,0.02773,0.06532,0.010215674,0.0545313,0.012292581
18/6/1999,0.05,0.0156,0.00609,0.0213,0.00706,0.00459,0.000755331,-0.00139,,0.00646,0.027521824,0.06334,#VALUE!,0.05216,0.010092177,#N/A,0.014460275
21/6/1999,-0.01,0.0157,0.00589,0.0212,-0.00701,-0.00973,0.000612137,0.03168,,0.02403,0.027986058,0.0949,-0.011,0.02041,0.009833486,0.055692,0.014194485
22/6/1999,0,0.0162,0.00618,0.0212,-0.00706,-0.00211,-0.006013515,0.01166,0.00076,0.00134,0.017403251,0.11171,-0.01709,0.02725,0.01024639,0.0566518,0.015789766
23/6/1999,0.01,0.0168,0.00664,0.021,-0.019,-0.01296,-0.003727064,0.02688,-0.00206,0.02084,-0.002247026,0.05162,-0.03176,0.00011,0.010445225,0.0560714,0.017316382
24/6/1999,0.06,0.0172,0.00633,0.021,0.00725,-0.00036,-0.010749117,0.02964,-0.01402,0.01119,-0.019022745,-0.05642,#VALUE!,0.0105,0.011582171,0.0567411,0.018553935
25/6/1999,0.08,0.0164,0.00648,0.0213,0.0144,0.01219,-0.001009468,-0.03643,0.00032,-0.00597,-0.020752666,-0.02037,0.02902,0.02011,0.011762859,0.0586607,0.018517263
28/6/1999,-0.04,0.0149,0.00649,0.0213,0.0118,0.0151,0.008903036,0.0623,0.00405,-0.00688,-0.012638792,-0.06576,0.04815,0.01048,0.011578243,0.0579018,0.018535706
29/6/1999,-0.06,0.0149,0.00718,0.0212,0.0187,0.01573,0.014469836,0.02719,-0.0054,0.00805,0.00770803,-0.12762,0.0441,-0.01186,0.011853008,0.0580804,0.018514975
30/6/1999,-0.1,0.0146,0.00753,0.0218,0,0.00601,0.015893987,-0.02862,-0.01695,-0.00613,0.027554289,-0.07149,0.0536,0.00134,0.012711486,0.0587054,0.018474251
1/7/1999,0.01,0.0159,0.0076,0.0213,0.00688,0.00743,0.004937924,-0.07614,,0.02171,0.043848725,0.01102,#VALUE!,-0.01005,0.012473331,#N/A,0.018761641
2/7/1999,0.03,0.0156,0.0076,0.0214,0.00456,-0.00223,0.005818191,0.00039,,0.00348,0.05098297,0.01496,0.00268,-0.00572,0.012444682,0.0587946,0.018738372
6/7/1999,-0.05,0.0157,0.0078,0.0212,-0.00227,0.00558,-0.000534165,-0.04082,-0.00925,-0.01625,0.041152156,0.00499,-0.02725,0.00137,0.013237353,0.0572098,0.01875975
7/7/1999,0.01,0.0164,0.0077,0.0208,-0.00682,-0.00103,0.002597002,0.03388,-0.00801,-0.01424,0.028967046,-0.00582,-0.04783,0.0159,0.013218223,0.0575,0.018610514
8/7/1999,0.01,0.0157,0.0076,0.0211,0.00229,0.00635,-0.003686586,0.00595,-0.00218,0.00715,0.0091345,-0.01816,-0.03286,-0.00099,0.013512947,0.056875,0.018741762
9/7/1999,0.05,0.0156,0.0075,0.0211,-0.00685,-0.00298,0.005549634,0.00429,-0.00026,0.01008,0.009748765,-0.04102,-0.04762,-0.02173,0.01431663,0.0560714,0.018831185
12/7/1999,-0.03,0.0141,0.0074,0.0212,-0.0069,-0.00396,-0.00287311,-0.01579,-0.0113,0.00786,0.0010235,-0.05171,-0.04371,-0.03522,0.014345254,0.0563839,0.019051892
13/7/1999,0.01,0.0143,0.0073,0.0214,-0.00231,0.00331,-0.003279385,-0.02238,-0.00575,-0.00923,-0.001725998,0.03265,-0.02722,-0.01863,0.01597197,0.0583929,0.01943223
14/7/1999,-0.02,0.0144,0.0072,0.0213,0.00928,0.00819,0.001928706,0.02276,-0.02899,0.00006,-0.002391413,0.03225,-0.01148,-0.03731,0.015132971,0.05875,0.019435248
15/7/1999,-0.02,0.0145,0.0074,0.0215,0.0069,0.0065,0.008931687,-0.00653,0.0135,-0.0096,0.010243263,0.0009,-0.02833,-0.04163,0.0157353,0.0591964,0.020770497
16/7/1999,-0.01,0.0145,0.0076,0.0217,-0.00457,-0.00784,0.00358688,-0.0191,-0.01553,-0.01089,0.008271347,0.04359,-0.03334,-0.0675,0.01553812,0.06125,0.020824638
19/7/1999,-0.03,0.0146,0.00789,0.0219,-0.0161,-0.0217,-0.006861418,-0.02676,-0.00724,-0.00603,0.004238463,0.08313,-0.04318,-0.0855,0.016007166,0.0631696,0.020883445
20/7/1999,-0.05,0.0149,0.00799,0.0219,-0.00699,0.00159,-0.017157937,0.06459,0.0114,0.00781,-0.009744769,0.01023,-0.03862,-0.06478,0.017304483,0.0596429,0.021142761
21/7/1999,0.02,0.0155,0.00831,0.0224,0,-0.01328,0.000324329,0.02236,-0.01329,-0.01898,-0.011330454,-0.00783,-0.02081,-0.00939,0.01726115,0.0594196,0.020761985
